79,1550858597543,93
16,1550858597553,718
78,1550858597703,94
67,1550858597793,77
69,1550858597943,95
32,1550858598014,94
85,1550858598173,78
80,1550858598363,95
79,1550858598553,93
78,1550858598783,125
32,1550858598844,109
65,1550858599004,108
32,1550858599063,62
16,1550858601973,282
79,1550858601983,94
78,1550858602113,78
67,1550858602193,94
69,1550858602323,94
32,1550858602423,78
85,1550858602583,63
80,1550858602813,93
79,1550858603013,92
78,1550858603203,125
32,1550858603254,95
65,1550858603403,109
32,1550858603473,93
84,1550858603593,78
73,1550858603673,93
77,1550858603823,95
69,1550858603942,78
188,1550858604183,125
32,1550858604243,110
73,1550858604583,94
78,1550858604733,125
32,1550858604793,108
84,1550858604903,95
72,1550858604993,79
69,1550858605083,94
32,1550858605153,94
76,1550858605273,78
65,1550858605473,78
78,1550858605673,62
68,1550858605943,94
32,1550858606043,78
79,1550858606172,109
70,1550858606303,109
32,1550858606413,94
66,1550858606683,78
16,1550858606713,188
65,1550858606863,64
78,1550858607062,109
68,1550858607192,140
76,1550858607393,110
65,1550858607643,109
75,1550858607823,109
65,1550858607974,111
78,1550858608084,78
68,1550858608283,110
188,1550858608713,126
32,1550858608793,94
84,1550858608934,93
72,1550858609033,79
69,1550858609193,125
82,1550858609313,140
69,1550858609373,95
32,1550858609473,109
87,1550858609543,93
65,1550858609713,77
83,1550858609785,109
32,1550858609874,95
65,1550858609990,94
78,1550858610053,125
32,1550858610103,94
79,1550858610263,92
76,1550858610435,92
68,1550858610553,126
32,1550858610633,78
77,1550858610785,95
79,1550858610923,94
84,1550858610973,79
72,1550858611073,78
69,1550858611173,124
82,1550858611223,111
32,1550858611293,94
87,1550858611423,93
72,1550858611473,94
79,1550858611623,124
32,1550858611685,95
72,1550858611822,95
65,1550858611982,173
68,1550858612043,125
32,1550858612174,93
84,1550858612284,94
72,1550858612364,77
82,1550858612503,140
69,1550858612543,110
69,1550858612723,126
32,1550858612863,110
76,1550858613034,110
73,1550858613163,63
84,1550858613232,63
84,1550858613385,93
76,1550858613484,95
69,1550858613624,109
32,1550858613733,62
80,1550858613913,47
65,1550858614082,125
78,1550858614223,93
68,1550858614394,94
65,1550858614553,108
83,1550858614733,78
32,1550858614844,78
65,1550858614952,109
78,1550858615014,78
68,1550858615104,78
32,1550858615183,78
78,1550858615313,77
79,1550858615463,94
84,1550858615543,95
32,1550858615634,92
69,1550858615743,110
78,1550858615794,78
79,1550858615973,110
85,1550858616013,93
71,1550858616123,125
72,1550858616233,126
32,1550858616283,93
67,1550858616753,93
65,1550858616903,110
78,1550858616994,79
68,1550858617125,109
89,1550858617223,94
32,1550858617293,93
84,1550858617435,94
79,1550858617513,125
32,1550858617583,110
70,1550858617793,125
69,1550858617933,78
69,1550858618093,93
68,1550858618263,109
32,1550858618333,79
84,1550858618442,79
72,1550858618503,62
69,1550858618653,109
77,1550858618703,93
190,1550858618943,155
13,1550858623433,63
13,1550858625183,78
13,1550858625743,78
32,1550858630853,94
83,1550858631804,93
16,1550858631814,281
79,1550858631954,125
32,1550858632008,110
87,1550858632123,125
72,1550858632215,94
69,1550858632334,93
78,1550858632394,124
32,1550858632414,62
84,1550858632525,77
72,1550858632584,80
69,1550858632700,94
89,1550858632765,76
32,1550858632824,93
87,1550858632953,141
69,1550858633004,94
82,1550858633183,109
69,1550858633244,126
32,1550858633295,79
79,1550858633424,93
76,1550858633597,78
68,1550858633684,92
32,1550858633745,77
69,1550858633866,94
78,1550858633894,78
79,1550858634054,93
85,1550858634116,110
71,1550858634205,125
72,1550858634293,79
188,1550858634467,140
32,1550858634548,78
83,1550858634762,108
72,1550858634824,63
69,1550858634941,93
32,1550858634985,79
83,1550858635155,94
69,1550858635316,78
78,1550858635385,61
84,1550858635494,79
32,1550858635565,78
84,1550858635655,94
72,1550858635704,79
69,1550858635831,94
77,1550858635937,125
32,1550858636017,62
79,1550858636225,141
85,1550858636285,95
84,1550858636395,94
32,1550858636465,62
73,1550858636595,94
78,1550858636716,79
84,1550858636805,80
79,1550858636872,94
32,1550858636932,78
84,1550858637023,93
72,1550858637065,63
69,1550858637174,93
32,1550858637216,63
87,1550858637343,79
79,1550858637394,77
82,1550858637532,78
76,1550858637616,94
68,1550858637750,78
32,1550858637794,63
84,1550858637901,78
79,1550858637974,110
32,1550858638037,78
83,1550858638134,93
69,1550858638274,63
69,1550858638446,93
75,1550858638504,92
32,1550858638555,78
84,1550858638639,62
72,1550858638705,63
69,1550858638817,95
73,1550858638866,48
82,1550858638966,79
32,1550858639057,78
70,1550858639198,109
79,1550858639284,78
82,1550858639514,78
84,1550858639676,77
85,1550858639766,94
78,1550858640056,78
69,1550858640204,80
83,1550858640375,107
190,1550858641022,78
32,1550858641134,79
84,1550858642133,93
16,1550858642166,438
72,1550858642308,93
69,1550858642373,93
32,1550858642444,94
70,1550858642554,77
73,1550858642645,79
82,1550858642726,92
83,1550858642874,78
84,1550858643030,79
32,1550858643087,79
76,1550858643234,95
73,1550858643384,78
84,1550858643394,62
84,1550858643555,78
76,1550858643658,63
69,1550858643704,62
32,1550858644255,62
80,1550858644423,79
65,1550858644565,94
78,1550858644654,77
68,1550858644864,93
65,1550858645034,94
32,1550858645145,92
87,1550858645286,77
65,1550858645484,95
83,1550858645556,94
32,1550858645626,77
86,1550858645834,79
69,1550858645964,110
82,1550858646024,94
89,1550858646063,110
32,1550858646116,93
65,1550858646385,93
88,1550858646614,63
8,1550858647313,110
8,1550858647494,95
76,1550858647833,110
65,1550858647953,94
90,1550858648204,126
89,1550858648305,108
32,1550858648364,95
65,1550858648556,78
78,1550858648634,46
68,1550858648908,94
32,1550858648974,63
83,1550858649495,94
77,1550858649606,93
65,1550858649707,126
76,1550858649754,48
76,1550858649914,79
190,1550858650095,94
32,1550858650146,94
16,1550858650284,141
72,1550858650325,64
69,1550858650464,94
32,1550858650475,61
68,1550858650677,94
73,1550858650732,61
68,1550858650824,111
78,1550858650896,108
222,1550858650980,93
84,1550858651052,79
32,1550858651142,77
87,1550858651234,61
65,1550858651375,94
78,1550858651434,78
84,1550858651574,78
32,1550858651626,78
84,1550858651734,80
79,1550858651785,125
32,1550858651844,94
87,1550858652143,93
79,1550858652225,108
82,1550858652334,78
75,1550858652463,110
32,1550858652503,109
65,1550858652660,94
84,1550858652857,78
32,1550858652968,94
65,1550858653084,110
76,1550858653114,78
76,1550858653294,110
32,1550858653357,95
65,1550858653500,125
78,1550858653545,78
68,1550858653665,110
32,1550858653693,77
66,1550858653857,78
85,1550858654058,110
73,1550858654184,110
76,1550858654385,109
84,1550858654484,95
32,1550858654564,110
72,1550858654684,63
73,1550858654844,93
83,1550858654965,94
32,1550858654993,77
72,1550858655120,64
79,1550858655314,124
85,1550858655394,125
83,1550858655444,78
69,1550858655651,109
32,1550858655706,95
79,1550858655958,125
85,1550858656004,78
84,1550858656131,109
32,1550858656213,94
79,1550858656395,94
70,1550858656472,109
32,1550858656556,78
83,1550858656735,125
84,1550858656906,62
82,1550858657065,94
65,1550858657255,111
87,1550858657558,125
190,1550858657777,141
32,1550858658444,78
84,1550858659265,94
16,1550858659283,344
72,1550858659436,93
69,1550858659505,78
32,1550858659573,93
83,1550858659694,94
69,1550858659842,77
67,1550858660025,126
79,1550858660054,79
78,1550858660194,94
68,1550858660333,110
32,1550858660364,78
76,1550858660534,140
73,1550858660654,110
84,1550858660702,79
84,1550858660872,109
76,1550858661004,93
69,1550858661113,94
32,1550858661193,93
80,1550858661373,111
65,1550858661484,110
78,1550858661576,109
68,1550858661674,93
65,1550858661843,125
32,1550858661906,77
87,1550858662075,94
79,1550858662143,93
82,1550858662288,126
75,1550858662364,93
69,1550858662556,139
68,1550858662625,124
32,1550858662675,94
65,1550858662816,108
32,1550858662856,78
76,1550858662995,94
73,1550858663154,109
84,1550858663194,63
84,1550858663364,125
76,1550858663474,94
69,1550858663625,109
32,1550858663725,78
66,1550858663888,94
73,1550858664064,94
84,1550858664159,126
32,1550858664235,62
72,1550858664396,94
65,1550858664484,141
82,1550858664636,78
68,1550858664848,111
69,1550858665032,109
82,1550858665124,141
32,1550858665186,93
66,1550858665334,79
85,1550858665495,95
84,1550858665639,110
32,1550858665654,30
72,1550858665814,78
69,1550858665959,93
32,1550858665994,63
87,1550858666156,63
65,1550858666363,93
83,1550858666436,126
32,1550858666514,93
83,1550858666656,94
79,1550858666704,94
77,1550858666896,94
69,1550858666955,78
87,1550858667146,108
72,1550858667236,78
69,1550858667394,141
82,1550858667474,125
8,1550858667703,78
8,1550858667865,78
65,1550858668064,108
84,1550858668415,78
32,1550858668504,78
83,1550858668726,78
8,1550858669027,77
76,1550858669283,124
65,1550858669386,110
90,1550858669646,126
89,1550858669713,79
32,1550858669765,94
84,1550858670188,93
79,1550858670244,63
79,1550858670439,77
32,1550858670522,109
65,1550858670693,108
78,1550858670752,78
68,1550858670873,110
32,1550858670932,45
72,1550858671097,94
69,1550858671227,125
32,1550858671275,77
66,1550858671636,93
85,1550858671887,156
73,1550858671987,141
76,1550858672177,109
84,1550858672274,94
32,1550858672386,62
72,1550858672627,62
73,1550858672842,79
83,1550858672991,108
32,1550858673034,62
72,1550858673195,95
79,1550858673373,126
85,1550858673435,125
83,1550858673484,78
69,1550858673688,91
32,1550858673734,78
79,1550858673969,158
85,1550858674016,78
84,1550858674146,93
32,1550858674215,95
79,1550858674365,110
70,1550858674536,94
32,1550858674744,79
83,1550858674865,78
84,1550858675029,78
